population_size,seed,success_rate,volume_success_rate,mean_operational_readiness,D1,D2,D3,D4,D5,SVC,E_GMI_DBL,E_GMI_DMM,E_GMI_ISF
200,4000,0.13909999999999997,0.1405549132947977,0.1396747081259298,0.36782180364617645,0.006377800000000005,0.007622808086623389,0.006142700000000002,0.31040842889684933,0.4500000000174956,0.14254537686339616,0.12262623621057035,0.15363386523799447
200,4001,0.1413,0.14426489388903094,0.14032349185170204,0.3698256962893909,0.006211200000000005,0.00754036644129517,0.006538000000000004,0.3115021965278242,0.44999999999471335,0.1432396668397804,0.12323220471291575,0.15417327219839097
200,4002,0.13795,0.13731272626009466,0.13800208974952022,0.36511253675066335,0.005925200000000005,0.007103619242736793,0.005853900000000003,0.30601519275420086,0.45000000004481255,0.14095695694934332,0.12122434783390686,0.15240057047858138
200,4003,0.13974999999999999,0.14200337647720876,0.13867091401820528,0.3661391585219171,0.006196100000000005,0.008017313649040242,0.005854100000000002,0.30714789792006897,0.45000000002449725,0.14162047704829772,0.12185963990099971,0.15295612422864813
200,4004,0.14220000000000002,0.14638042935596604,0.14349454841430215,0.3744509307051118,0.006881657524016429,0.010068259345359574,0.006337600000000002,0.3197342944970227,0.4500000000023946,0.14623038022470664,0.12593430584245693,0.15652111896483933
200,4005,0.14134999999999998,0.14565094096416606,0.1399311286692804,0.3685831318921076,0.005962000000000003,0.008713310075819027,0.006204932301125047,0.31019226907735026,0.45000000000840495,0.14285067181001831,0.1229600408299898,0.15391190176238584
200,4006,0.1424,0.14523281596452325,0.1410392253891579,0.37109166176633684,0.006020100000000003,0.007331657331933741,0.006623600000000003,0.31412910784751885,0.44999999998191503,0.14388735308509878,0.12375646828996047,0.15462631460259751
200,4007,0.1342,0.1335307917888563,0.13908198357837415,0.366731545823646,0.006117600000000005,0.007489575716955405,0.0060911,0.3089800963512694,0.4500000000238783,0.141969556051993,0.12211961181542373,0.15318397394563504
200,4008,0.14150000000000001,0.14104653855059043,0.1397868273385576,0.3688985391602131,0.006080300000000004,0.007214750000000004,0.005842700000000002,0.31089784753257477,0.45000000000867546,0.1426868619199395,0.12269841431915586,0.15369704258616765
200,4009,0.13675000000000004,0.13691005291005293,0.1372920608525047,0.36342508448956246,0.006079600000000005,0.0073195500000000045,0.005897500000000001,0.30373856977296115,0.4500000000050418,0.1402763865883348,0.12067220896045905,0.15191820387571278
200,4010,0.14095000000000002,0.1440386141232478,0.13890890314380422,0.3667948788947653,0.006131100000000004,0.008222560311315453,0.005533,0.3078629765129404,0.4500000000392364,0.14185549826289548,0.12205532501311693,0.1531226054964338
200,4011,0.135,0.13368867197534035,0.13738562799409965,0.36402517885089153,0.005952600000000006,0.006964600000000004,0.005773700000000001,0.3042120611196067,0.4500000000116086,0.14037628388066387,0.12072322468154892,0.1519644218832998
200,4012,0.13360000000000002,0.13295959021058623,0.13897109817942213,0.36679866740210415,0.006078200000000003,0.007502100000000003,0.0059311000000000025,0.3085454234950063,0.45000000004226715,0.14188376037477698,0.12204214364786364,0.15311655583414818
200,4013,0.13115000000000002,0.1334621369294606,0.13608838122684302,0.36170675815115527,0.005585500000000005,0.0064217000000000015,0.005949000000000002,0.30077894798305976,0.450000000024591,0.1391347717352478,0.11963604855122136,0.15101048643099615
200,4014,0.13545000000000001,0.13242483026188168,0.13737687410037036,0.36389816432722816,0.005650000000000004,0.006960150000000003,0.005893400000000002,0.3044826561746237,0.4499999999453692,0.14034764950800058,0.12069249889294503,0.15192860847744494
200,4015,0.1333,0.12910582010582008,0.13858217803911532,0.36595075614331224,0.006001300000000004,0.007506980003763871,0.005930200000000001,0.3075216540485004,0.4499999999786977,0.14150363314385592,0.12171834403825209,0.15283001263213505
200,4016,0.1343,0.13516175207557973,0.13998735773792215,0.368660946165221,0.005731400000000003,0.0074236794808966765,0.006088800000000002,0.31203196304349334,0.4499999999919553,0.14281880689400853,0.12281674279698301,0.15378416143276838
200,4017,0.138,0.14042450142450144,0.13900941965249924,0.36685399240601074,0.006254400000000005,0.007425600000000004,0.006025200000000001,0.3084879058564854,0.4499999999900708,0.1419277239799755,0.12208499503210062,0.15316062906585778
200,4018,0.13720000000000002,0.1378510028653295,0.13981125516120854,0.36859099264363115,0.006019200000000005,0.007253250000000002,0.006037400000000002,0.3111554331624117,0.4500000000154775,0.14268303313526953,0.12270151836108827,0.15369571184651518
200,4019,0.13570000000000002,0.1361217868729723,0.13866921759946257,0.3654440813168616,0.0062028000000000074,0.008851088518456715,0.005891200000000002,0.30695691816199444,0.45000000004816043,0.1415935757572059,0.1218934133135785,0.15297352578807913
200,4020,0.14015,0.14035795454545455,0.13853022989896013,0.3667644076094963,0.005888200000000003,0.007221466272040951,0.006038800000000002,0.3067382756132634,0.45000000003757995,0.1415315364987718,0.12173609065297063,0.1528564023413918
200,4021,0.13655,0.1359758389261745,0.135769223575543,0.36108159984128685,0.005646500000000003,0.006949350000000004,0.005925900000000003,0.299242768036428,0.4500000000239389,0.13886116516578592,0.11944792612945448,0.15084494677429408
200,4022,0.14145,0.14330726256983242,0.1414595598646177,0.37037570783059065,0.006034100000000003,0.012014833443374884,0.006251900000000001,0.312621258049123,0.4500000000244405,0.14434728235369107,0.1244630047150347,0.15519743406214945
200,4023,0.1317,0.13094747423975875,0.13711310331456528,0.36326330760276143,0.005787000000000006,0.006867650000000004,0.0061382000000000025,0.30350935897006504,0.45000000004351043,0.14010080074620013,0.1204950907490153,0.15176216742190987
200,4024,0.13269999999999998,0.1356294117647059,0.13863066638179775,0.3664275201414746,0.005577000000000003,0.006974950000000003,0.006009400000000002,0.3081644617675141,0.4499999999250517,0.14154381930049578,0.1217052458432261,0.15281422019755148
