code,scenario,seed,framework,shock_type,impact,affected_organizations,affected_fraction,mean_dimension_loss,maximum_dimension_loss,pre_shock_E_GMI,post_shock_E_GMI,immediate_E_GMI_loss,pre_shock_ranking,post_shock_ranking,ranking_preserved
P12,network_m_2,9022,ISF,security,0.3,50,1.0,0.00841710261550989,0.0868551307754943,0.1598346536841434,0.1581512331610414,0.0016834205231019972,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9023,DBL,security,0.3,50,1.0,0.007020000000000003,0.07499999999999997,0.14825220635896635,0.14684820635896637,0.0014039999999999886,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9023,DMM,security,0.3,50,1.0,0.007020000000000003,0.07499999999999997,0.1277019018133654,0.1262979018133654,0.0014040000000000163,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9023,ISF,security,0.3,50,1.0,0.007020000000000003,0.07499999999999997,0.1580950352425691,0.15669103524256908,0.0014040000000000163,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9024,DBL,security,0.3,50,1.0,0.011560000000000006,0.15000000000000002,0.15607545611671447,0.15376345611671446,0.0023120000000000085,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9024,DMM,security,0.3,50,1.0,0.011560000000000006,0.15000000000000002,0.13538053211908146,0.13306853211908146,0.0023120000000000085,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9024,ISF,security,0.3,50,1.0,0.011560000000000006,0.15000000000000002,0.16484992189844874,0.16253792189844873,0.0023120000000000085,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9025,DBL,security,0.3,49,0.98,0.005265306122448982,0.02000000000000001,0.15229433895363476,0.15126233895363472,0.0010320000000000329,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9025,DMM,security,0.3,49,0.98,0.005265306122448982,0.02000000000000001,0.1315534331720956,0.1305214331720956,0.0010320000000000051,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9025,ISF,security,0.3,49,0.98,0.005265306122448982,0.02000000000000001,0.1613226593437522,0.1602906593437522,0.0010320000000000051,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9026,DBL,security,0.3,50,1.0,0.006688118572381691,0.04640592861908436,0.1489439235463366,0.14760629983186022,0.001337623714476377,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9026,DMM,security,0.3,50,1.0,0.006688118572381691,0.04640592861908436,0.12870573140446953,0.12736810768999318,0.0013376237144763492,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9026,ISF,security,0.3,50,1.0,0.006688118572381691,0.04640592861908436,0.15891534299504018,0.15757771928056383,0.0013376237144763492,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9027,DBL,security,0.3,50,1.0,0.007420000000000005,0.07499999999999997,0.15230584890900908,0.15082184890900907,0.001484000000000013,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9027,DMM,security,0.3,50,1.0,0.007420000000000005,0.07499999999999997,0.13130491364061603,0.12982091364061601,0.001484000000000013,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9027,ISF,security,0.3,50,1.0,0.007420000000000005,0.07499999999999997,0.16121780990203582,0.15973380990203578,0.0014840000000000408,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9028,DBL,security,0.3,49,0.98,0.007673469387755106,0.036000000000000025,0.14748223791073023,0.14597823791073025,0.0015039999999999776,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9028,DMM,security,0.3,49,0.98,0.007673469387755106,0.036000000000000025,0.1270274851760711,0.1255234851760711,0.0015040000000000053,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9028,ISF,security,0.3,49,0.98,0.007673469387755106,0.036000000000000025,0.15747541097902887,0.1559714109790289,0.0015039999999999776,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9029,DBL,security,0.3,50,1.0,0.005760000000000003,0.02000000000000001,0.14557675641769793,0.14442475641769795,0.0011519999999999864,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9029,DMM,security,0.3,50,1.0,0.005760000000000003,0.02000000000000001,0.12515411003323262,0.12400211003323264,0.0011519999999999864,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_2,9029,ISF,security,0.3,50,1.0,0.005760000000000003,0.02000000000000001,0.15580809158508185,0.15465609158508184,0.0011520000000000141,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_3,9000,DBL,security,0.3,50,1.0,0.005120000000000002,0.020000000000000018,0.14234534782289499,0.141321347822895,0.0010239999999999971,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_3,9000,DMM,security,0.3,50,1.0,0.005120000000000002,0.020000000000000018,0.12226369998563208,0.12123969998563205,0.0010240000000000249,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_3,9000,ISF,security,0.3,50,1.0,0.005120000000000002,0.020000000000000018,0.15330528005480476,0.15228128005480474,0.0010240000000000249,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_3,9001,DBL,security,0.3,50,1.0,0.004800000000000003,0.022000000000000013,0.1453147787158181,0.14435477871581812,0.0009599999999999886,ISF>DBL>DMM,ISF>DBL>DMM,True
P12,network_m_3,9001,DMM,security,0.3,50,1.0,0.004800000000000003,0.022000000000000013,0.12494136660060948,0.12398136660060947,0.0009600000000000025,ISF>DBL>DMM,ISF>DBL>DMM,True
